Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,User_Score,,Year_of_Release,User_Score,Global_Sales,Name,Platform,User_Score
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,4.19,7.2,,2011,7.2,4.19,Assassin's Creed: Revelations,X360,7.2
Street Fighter IV,PS3,2009,Fighting,Capcom,4.16,7.3,,2009,7.3,4.16,Street Fighter IV,PS3,7.3
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,4.14,7.7,,2002,7.7,4.14,Madden NFL 2003,PS2,7.7
Half-Life,PC,1997,Shooter,Vivendi Games,4.12,9.1,,1997,9.1,4.12,Half-Life,PC,9.1
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,4.09,7.9,,2007,7.9,4.09,World of Warcraft: The Burning Crusade,PC,7.9
Battlefield 1,PS4,2016,Shooter,Electronic Arts,4.08,8.4,,2016,8.4,4.08,Battlefield 1,PS4,8.4
God of War II,PS2,2007,Action,Sony Computer Entertainment,4.07,8.9,,2007,8.9,4.07,God of War II,PS2,8.9
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,4.06,8.2,,2005,8.2,4.06,World Soccer Winning Eleven 9,PS2,8.2
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,4.05,8.1,,2010,8.1,4.05,Fallout: New Vegas,X360,8.1
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,4.05,8.3,,2007,8.3,4.05,Forza Motorsport 2,X360,8.3
Carnival Games,Wii,2007,Misc,Take-Two Interactive,4.05,6,,2007,6,4.05,Carnival Games,Wii,6
Watch Dogs,PS4,2014,Action,Ubisoft,4.05,6.3,,2014,6.3,4.05,Watch Dogs,PS4,6.3
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,4.05,8.5,,2000,8.5,4.05,Tekken Tag Tournament,PS2,8.5
Far Cry 4,PS4,2014,Shooter,Ubisoft,4.04,7.7,,2014,7.7,4.04,Far Cry 4,PS4,7.7
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,3.97,8.6,,2009,8.6,3.97,Left 4 Dead 2,X360,8.6
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,3.97,9.2,,2015,9.2,3.97,The Witcher 3: Wild Hunt,PS4,9.2
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,3.96,4.9,,2014,4.9,3.96,Assassin's Creed: Unity,PS4,4.9
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,3.95,7.6,,2015,7.6,3.95,Batman: Arkham Knight,PS4,7.6
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,3.95,8,,2011,8,3.95,The Legend of Zelda: Skyward Sword,Wii,8
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,3.94,8,,2008,8,3.94,Fallout 3,PS3,8
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,3.94,8.8,,2007,8.8,3.94,Professor Layton and the Diabolical Box,DS,8.8
EA Sports Active,Wii,2009,Sports,Electronic Arts,3.9,8.7,,2009,8.7,3.9,EA Sports Active,Wii,8.7
Tony Hawk's Underground,PS2,2003,Sports,Activision,3.9,8.7,,2003,8.7,3.9,Tony Hawk's Underground,PS2,8.7
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,3.89,8.7,,2014,8.7,3.89,Monster Hunter 4 Ultimate,3DS,8.7
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,3.88,8.1,,2011,8.1,3.88,The Elder Scrolls V: Skyrim,PC,8.1
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,3.88,6.7,,2015,6.7,3.88,NBA 2K16,PS4,6.7
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,3.87,8.6,,2005,8.6,3.87,Tekken 5,PS2,8.6
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,3.87,7.4,,2006,7.4,3.87,MotorStorm,PS3,7.4
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,3.85,9.1,,2004,9.1,3.85,World Soccer Winning Eleven 8 International,PS2,9.1
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,3.84,7.9,,2010,7.9,3.84,Sports Champions,PS3,7.9
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,3.83,3.7,,2013,3.7,3.83,Call of Duty: Ghosts,PS4,3.7
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,3.83,4,,2007,4,3.83,Flash Focus: Vision Training in Minutes a Day,DS,4
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,3.8,7,,2016,7,3.8,Tom Clancy's The Division,PS4,7
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,3.79,6.9,,2007,6.9,3.79,Big Brain Academy: Wii Degree,Wii,6.9
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,3.76,7.5,,2008,7.5,3.76,LEGO Indiana Jones: The Original Adventures,X360,7.5
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,3.76,8,,2002,8,3.76,The Sims: Unleashed,PC,8
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,3.73,7.5,,2001,7.5,3.73,Harry Potter and the Sorcerer's Stone,PS,7.5
Super Paper Mario,Wii,2007,Platform,Nintendo,3.71,7.9,,2007,7.9,3.71,Super Paper Mario,Wii,7.9
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,3.71,8.8,,2000,8.8,3.71,Spyro: Year of the Dragon,PS,8.8
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,3.71,8.1,,2013,8.1,3.71,Assassin's Creed IV: Black Flag,PS3,8.1
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,3.7,7.6,,2004,7.6,3.7,FIFA Soccer 2005,PS2,7.6
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,3.67,8.5,,2002,8.5,3.67,Tony Hawk's Pro Skater 4,PS2,8.5
MySims,DS,2007,Simulation,Electronic Arts,3.66,7.3,,2007,7.3,3.66,MySims,DS,7.3
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,3.65,8.4,,2005,8.4,3.65,Midnight Club 3: DUB Edition,PSP,8.4
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,3.65,7.9,,2002,7.9,3.65,SOCOM: U.S. Navy SEALs,PS2,7.9
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,3.64,8.7,,2001,8.7,3.64,Jak and Daxter: The Precursor Legacy,PS2,8.7
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,3.63,7.9,,2007,7.9,3.63,Pro Evolution Soccer 2008,PS2,7.9
Resident Evil 4,PS2,2005,Action,Capcom,3.62,8.9,,2005,8.9,3.62,Resident Evil 4,PS2,8.9
Guitar Hero: World Tour,Wii,2008,Misc,Activision,3.62,7.6,,2008,7.6,3.62,Guitar Hero: World Tour,Wii,7.6
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,3.62,7.6,,2009,7.6,3.62,FIFA Soccer 10,PS3,7.6
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,3.61,8.7,,2004,8.7,3.61,Star Wars: Battlefront,PS2,8.7
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,3.61,7.7,,2001,7.7,3.61,The Simpsons: Road Rage,PS2,7.7
Luigi's Mansion,GC,2001,Action,Nintendo,3.6,8.5,,2001,8.5,3.6,Luigi's Mansion,GC,8.5
Battlefield 4,PS4,2013,Shooter,Electronic Arts,3.59,6.9,,2013,6.9,3.59,Battlefield 4,PS4,6.9
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,3.59,9,,2005,9,3.59,Star Wars: Battlefront II,PS2,9
Just Dance 2014,Wii,2013,Misc,Ubisoft,3.59,6.2,,2013,6.2,3.59,Just Dance 2014,Wii,6.2
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,3.58,8,,2007,8,3.58,Cooking Mama 2: Dinner With Friends,DS,8
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,3.54,7.8,,2006,7.8,3.54,Grand Theft Auto: Liberty City Stories,PS2,7.8
The Getaway,PS2,2002,Action,Sony Computer Entertainment,3.54,6.8,,2002,6.8,3.54,The Getaway,PS2,6.8
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,3.53,7.9,,2001,7.9,3.53,James Bond 007: Agent Under Fire,PS2,7.9
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,3.52,7.5,,2010,7.5,3.52,FIFA Soccer 11,X360,7.5
Left 4 Dead,X360,2008,Shooter,Electronic Arts,3.51,7.9,,2008,7.9,3.51,Left 4 Dead,X360,7.9
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,3.5,4.1,,2014,4.1,3.5,Assassin's Creed: Unity,XOne,4.1
Resident Evil 5,X360,2009,Action,Capcom,3.5,7.5,,2009,7.5,3.5,Resident Evil 5,X360,7.5
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,3.49,8.3,,2010,8.3,3.49,Assassin's Creed: Brotherhood,X360,8.3
Battlefield 4,PS3,2013,Shooter,Electronic Arts,3.49,5.8,,2013,5.8,3.49,Battlefield 4,PS3,5.8
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,3.48,8.7,,2009,8.7,3.48,Batman: Arkham Asylum,X360,8.7
Battlefield 4,X360,2013,Shooter,Electronic Arts,3.48,5.6,,2013,5.6,3.48,Battlefield 4,X360,5.6
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,3.47,8.6,,2010,8.6,3.47,Battlefield: Bad Company 2,X360,8.6
Guitar Hero: On Tour,DS,2008,Misc,Activision,3.46,8.8,,2008,8.8,3.46,Guitar Hero: On Tour,DS,8.8
Clubhouse Games,DS,2006,Misc,Nintendo,3.45,8.4,,2006,8.4,3.45,Clubhouse Games,DS,8.4
Borderlands,X360,2009,Shooter,Take-Two Interactive,3.44,8.2,,2009,8.2,3.44,Borderlands,X360,8.2
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,3.44,8.3,,2002,8.3,3.44,Tekken 4,PS2,8.3
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,3.42,8,,1998,8,3.42,Grand Theft Auto 2,PS,8
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,3.41,8.2,,2015,8.2,3.41,Metal Gear Solid V: The Phantom Pain,PS4,8.2
Spider-Man 2,PS2,2004,Action,Activision,3.41,8.9,,2004,8.9,3.41,Spider-Man 2,PS2,8.9
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,3.4,6.7,,2002,6.7,3.4,FIFA Soccer 2003,PS2,6.7
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,3.39,8.4,,2011,8.4,3.39,LittleBigPlanet 2,PS3,8.4
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,3.39,8.2,,2000,8.2,3.39,Crash Bash,PS,8.2
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,3.39,6.8,,2015,6.8,3.39,Assassin's Creed Syndicate,PS4,6.8
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,3.38,7.9,,2008,7.9,3.38,LEGO Batman: The Videogame,X360,7.9
Destiny,XOne,2014,Shooter,Activision,3.37,5.5,,2014,5.5,3.37,Destiny,XOne,5.5
Far Cry 3,PS3,2012,Shooter,Ubisoft,3.35,8.5,,2012,8.5,3.35,Far Cry 3,PS3,8.5
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,3.33,8.5,,2002,8.5,3.33,James Bond 007: Nightfire,PS2,8.5
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,3.32,7.2,,2005,7.2,3.32,Star Wars Episode III: Revenge of the Sith,PS2,7.2
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,3.31,7.8,,2009,7.8,3.31,The Legend of Zelda: Spirit Tracks,DS,7.8
Max Payne,PS2,2001,Shooter,Take-Two Interactive,3.31,8.5,,2001,8.5,3.31,Max Payne,PS2,8.5
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,3.3,7.9,,2013,7.9,3.3,Assassin's Creed IV: Black Flag,X360,7.9
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,3.28,8.7,,2003,8.7,3.28,The Lord of the Rings: The Return of the King,PS2,8.7
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,3.28,7.5,,2015,7.5,3.28,Gears of War: Ultimate Edition,XOne,7.5
True Crime: Streets of LA,PS2,2003,Action,Activision,3.27,8,,2003,8,3.27,True Crime: Streets of LA,PS2,8
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,3.26,9.2,,2008,9.2,3.26,Professor Layton and the Unwound Future,DS,9.2
FIFA 16,XOne,2015,Sports,Electronic Arts,3.25,4.4,,2015,4.4,3.25,FIFA 16,XOne,4.4
Wii Music,Wii,2008,Misc,Nintendo,3.25,4.6,,2008,4.6,3.25,Wii Music,Wii,4.6
Madden NFL 16,PS4,2015,Sports,Electronic Arts,3.24,5.9,,2015,5.9,3.24,Madden NFL 16,PS4,5.9
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,3.23,7.7,,2013,7.7,3.23,Gran Turismo 6,PS3,7.7
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,3.23,7.2,,2014,7.2,3.23,Halo: The Master Chief Collection,XOne,7.2
Super Mario Maker,WiiU,2015,Platform,Nintendo,3.21,8.7,,2015,8.7,3.21,Super Mario Maker,WiiU,8.7
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,3.18,8.6,,2008,8.6,3.18,God of War: Chains of Olympus,PSP,8.6
Enter the Matrix,PS2,2003,Action,Atari,3.18,8.1,,2003,8.1,3.18,Enter the Matrix,PS2,8.1
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,3.18,8,,2007,8,3.18,Crisis Core: Final Fantasy VII,PSP,8
Dance Central,X360,2010,Misc,MTV Games,3.17,7.6,,2010,7.6,3.17,Dance Central,X360,7.6
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,3.17,7.7,,2011,7.7,3.17,L.A. Noire,PS3,7.7
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,3.17,9.1,,2001,9.1,3.17,Ace Combat 04: Shattered Skies,PS2,9.1
Animal Crossing,GC,2001,Simulation,Nintendo,3.15,8.9,,2001,8.9,3.15,Animal Crossing,GC,8.9
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,3.14,6.5,,2007,6.5,3.14,FIFA Soccer 08,PS2,6.5
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,3.14,8,,2008,8,3.14,Club Penguin: Elite Penguin Force,DS,8
Spider-Man,PS,2000,Action,Activision,3.13,9,,2000,9,3.13,Spider-Man,PS,9
Mario Party 9,Wii,2012,Misc,Nintendo,3.13,6.8,,2012,6.8,3.13,Mario Party 9,Wii,6.8
Sonic Rush,DS,2005,Platform,Sega,3.12,8.5,,2005,8.5,3.12,Sonic Rush,DS,8.5
Rhythm Heaven,DS,2008,Misc,Nintendo,3.11,9,,2008,9,3.11,Rhythm Heaven,DS,9
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,3.11,7.8,,2010,7.8,3.11,Fallout: New Vegas,PS3,7.8
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,3.11,7.8,,2006,7.8,3.11,Personal Trainer: Cooking,DS,7.8
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,3.1,8,,2007,8,3.1,The Elder Scrolls IV: Oblivion,PS3,8
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,3.1,8.9,,2013,8.9,3.1,The Legend of Zelda: A Link Between Worlds,3DS,8.9
Resident Evil 6,PS3,2012,Shooter,Capcom,3.1,5.4,,2012,5.4,3.1,Resident Evil 6,PS3,5.4
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,3.1,8.9,,2010,8.9,3.1,Mass Effect 2,X360,8.9
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,3.09,7.9,,2002,7.9,3.09,Dragon Ball Z: Budokai,PS2,7.9
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,3.08,7.9,,2001,7.9,3.08,Madden NFL 2002,PS2,7.9
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,3.07,7.8,,2002,7.8,3.07,The Sims: Vacation,PC,7.8
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,3.05,6.9,,2015,6.9,3.05,Animal Crossing: Happy Home Designer,3DS,6.9
The Sims 4,PC,2014,Simulation,Electronic Arts,3.05,3.9,,2014,3.9,3.05,The Sims 4,PC,3.9
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,3.05,8.2,,2012,8.2,3.05,Borderlands 2,X360,8.2
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,3.05,8,,2008,8,3.05,LEGO Batman: The Videogame,DS,8
Kung Fu Panda,X360,2008,Action,Activision,3.04,7.4,,2008,7.4,3.04,Kung Fu Panda,X360,7.4
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,3.04,5.8,,2012,5.8,3.04,Mass Effect 3,X360,5.8
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,3.03,7.7,,2010,7.7,3.03,Heavy Rain,PS3,7.7
Saints Row 2,X360,2008,Action,THQ,3.03,8.1,,2008,8.1,3.03,Saints Row 2,X360,8.1
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,3.02,8.5,,2002,8.5,3.02,Tom Clancy's Splinter Cell,XB,8.5
FIFA 14,PS4,2013,Sports,Electronic Arts,3.01,6.3,,2013,6.3,3.01,FIFA 14,PS4,6.3
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,3.01,8.1,,2009,8.1,3.01,Killzone 2,PS3,8.1
Far Cry 3,X360,2012,Shooter,Ubisoft,3,8.6,,2012,8.6,3,Far Cry 3,X360,8.6
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,3,7,,2010,7,3,Epic Mickey,Wii,7
NBA 2K13,X360,2012,Sports,Take-Two Interactive,3,7.2,,2012,7.2,3,NBA 2K13,X360,7.2
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,3,9.2,,2007,9.2,3,Dragon Ball Z: Budokai Tenkaichi 3,PS2,9.2
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,2.99,6.6,,2000,6.6,2.99,The Sims: Livin Large,PC,6.6
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,2.99,9.1,,2002,9.1,2.99,World Soccer Winning Eleven 6 International,PS2,9.1
Devil May Cry,PS2,2001,Action,Capcom,2.99,8.5,,2001,8.5,2.99,Devil May Cry,PS2,8.5
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,2.96,5.9,,2011,5.9,2.96,Star Wars: The Old Republic,PC,5.9
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,2.96,8.1,,2014,8.1,2.96,Middle-Earth: Shadow of Mordor,PS4,8.1
Sonic Heroes,PS2,2003,Platform,Sega,2.96,7.8,,2003,7.8,2.96,Sonic Heroes,PS2,7.8
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,2.96,7.8,,2002,7.8,2.96,Hitman 2: Silent Assassin,PS2,7.8
Titanfall,XOne,2014,Shooter,Electronic Arts,2.95,6.4,,2014,6.4,2.95,Titanfall,XOne,6.4
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,2.95,8.5,,2010,8.5,2.95,Battlefield: Bad Company 2,PS3,8.5
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.94,9,,2003,9,2.94,SOCOM II: U.S. Navy SEALs,PS2,9
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.94,7.8,,2001,7.8,2.94,Pac-Man Collection,GBA,7.8
Street Fighter IV,X360,2009,Fighting,Capcom,2.94,7.3,,2009,7.3,2.94,Street Fighter IV,X360,7.3
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,2.93,8.3,,2009,8.3,2.93,inFAMOUS,PS3,8.3
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,2.92,8.8,,2008,8.8,2.92,Kirby Super Star Ultra,DS,8.8
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,2.92,4.3,,2013,4.3,2.92,Call of Duty: Ghosts,XOne,4.3
FIFA 15,X360,2014,Sports,Electronic Arts,2.92,4.2,,2014,4.2,2.92,FIFA 15,X360,4.2
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,2.91,8.7,,2007,8.7,2.91,Mass Effect,X360,8.7
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,2.9,8.6,,2004,8.6,2.9,Sonic Mega Collection Plus,PS2,8.6
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,2.9,9,,2003,9,2.9,World Soccer Winning Eleven 7 International,PS2,9
Sega Superstars Tennis,X360,2008,Sports,Sega,2.89,6.8,,2008,6.8,2.89,Sega Superstars Tennis,X360,6.8
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,2.89,8.9,,2001,8.9,2.89,Hot Shots Golf 3,PS2,8.9
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,2.89,5.3,,2007,5.3,2.89,Cooking Mama: Cook Off,Wii,5.3
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,2.89,7.7,,2004,7.7,2.89,Call of Duty: Finest Hour,PS2,7.7
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,2.89,7.4,,2006,7.4,2.89,WarioWare: Smooth Moves,Wii,7.4
Imagine: Babyz,DS,2007,Simulation,Ubisoft,2.87,7.7,,2007,7.7,2.87,Imagine: Babyz,DS,7.7
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.86,5.8,,2012,5.8,2.86,Madden NFL 13,X360,5.8
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.86,8.7,,2002,8.7,2.86,The Elder Scrolls III: Morrowind,XB,8.7
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,2.85,7.8,,2013,7.8,2.85,Assassin's Creed IV: Black Flag,PS4,7.8
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2.84,8.4,,2011,8.4,2.84,Mortal Kombat,PS3,8.4
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.83,6.1,,2009,6.1,2.83,Madden NFL 10,X360,6.1
BioShock,X360,2007,Shooter,Take-Two Interactive,2.83,8.9,,2007,8.9,2.83,BioShock,X360,8.9
Metroid Prime,GC,2002,Shooter,Nintendo,2.82,9.3,,2002,9.3,2.82,Metroid Prime,GC,9.3
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,2.82,8.2,,2010,8.2,2.82,Assassin's Creed: Brotherhood,PS3,8.2
Finding Nemo,GBA,2003,Action,THQ,2.82,7,,2003,7,2.82,Finding Nemo,GBA,7
Medal of Honor,PS3,2010,Shooter,Electronic Arts,2.81,7.5,,2010,7.5,2.81,Medal of Honor,PS3,7.5
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,2.8,7.6,,2007,7.6,2.8,Imagine: Fashion Designer,DS,7.6
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,2.79,7.9,,2014,7.9,2.79,inFAMOUS: Second Son,PS4,7.9
NBA Street,PS2,2001,Sports,Electronic Arts,2.79,8.6,,2001,8.6,2.79,NBA Street,PS2,8.6
Jak II,PS2,2003,Platform,Sony Computer Entertainment,2.78,8.2,,2003,8.2,2.78,Jak II,PS2,8.2
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,2.78,7.2,,2010,7.2,2.78,Need for Speed: Hot Pursuit,PS3,7.2
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,2.78,5.6,,2011,5.6,2.78,Skylanders: Spyro's Adventure,Wii,5.6
Battlefield 3,PC,2011,Shooter,Electronic Arts,2.78,7.5,,2011,7.5,2.78,Battlefield 3,PC,7.5
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.78,7.7,,2015,7.7,2.78,Mortal Kombat X,PS4,7.7
The Sims,PS2,2003,Simulation,Electronic Arts,2.77,7.7,,2003,7.7,2.77,The Sims,PS2,7.7
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,2.77,7.9,,2011,7.9,2.77,Killzone 3,PS3,7.9
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,2.77,6.7,,2008,6.7,2.77,Star Wars: The Force Unleashed,X360,6.7
Yoshi's Island DS,DS,2006,Platform,Nintendo,2.76,7.4,,2006,7.4,2.76,Yoshi's Island DS,DS,7.4
Saints Row: The Third,X360,2011,Action,THQ,2.76,7.6,,2011,7.6,2.76,Saints Row: The Third,X360,7.6
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,2.75,7.4,,2009,7.4,2.75,Tekken 6,PS3,7.4
Sonic and the Secret Rings,Wii,2007,Platform,Sega,2.73,6.6,,2007,6.6,2.73,Sonic and the Secret Rings,Wii,6.6
FIFA 16,PS3,2015,Sports,Electronic Arts,2.71,3.2,,2015,3.2,2.71,FIFA 16,PS3,3.2
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,2.7,9.1,,2002,9.1,2.7,The Legend of Zelda: A Link to the Past,GBA,9.1
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,2.7,8.2,,2001,8.2,2.7,Onimusha: Warlords,PS2,8.2
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,2.7,7.8,,2011,7.8,2.7,L.A. Noire,X360,7.8
Call of Duty 3,X360,2006,Shooter,Activision,2.7,6.5,,2006,6.5,2.7,Call of Duty 3,X360,6.5
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.69,5.9,,2011,5.9,2.69,Madden NFL 12,X360,5.9
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,2.69,9,,2006,9,2.69,LEGO Star Wars II: The Original Trilogy,PS2,9
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,2.69,6.8,,2013,6.8,2.69,Killzone: Shadow Fall,PS4,6.8
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.69,5.7,,2010,5.7,2.69,Madden NFL 11,X360,5.7
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,2.68,9.1,,2004,9.1,2.68,Burnout 3: Takedown,PS2,9.1
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,2.67,7.7,,2010,7.7,2.67,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,7.7
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,2.67,8.7,,2009,8.7,2.67,Professor Layton and the Last Specter,DS,8.7
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,2.67,8.2,,2005,8.2,2.67,Call Of Duty 2: Big Red One,PS2,8.2
Medal of Honor,PS,1998,Shooter,Electronic Arts,2.67,8.6,,1998,8.6,2.67,Medal of Honor,PS,8.6
Fable,XB,2004,Role-Playing,Microsoft Game Studios,2.66,8.5,,2004,8.5,2.66,Fable,XB,8.5
